mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
opel,astra,gen-g-1998-2009,2000,260000,1796,LPG,Warszawa,Mazowieckie,3900
opel,astra,gen-g-1998-2009,1998,102000,1598,Gasoline,Łódź,Łódzkie,6900
opel,astra,gen-g-1998-2009,2009,252370,1364,Gasoline,Paniówki,Śląskie,9990
opel,astra,gen-g-1998-2009,1998,149000,1598,Gasoline,Radomsko,Łódzkie,4200
opel,astra,gen-g-1998-2009,2002,281000,1598,Gasoline,Bielsko-Biała,Śląskie,2490
opel,astra,gen-g-1998-2009,2007,127496,1796,Gasoline,Inowrocław,Kujawsko-pomorskie,16900
opel,astra,gen-g-1998-2009,2008,194000,1686,Diesel,Łódź,Łódzkie,9000
opel,astra,gen-g-1998-2009,2006,150000,1998,Gasoline,Brzozów,Podkarpackie,14900
opel,astra,gen-g-1998-2009,2003,260000,1598,Gasoline,Swarzędz,Wielkopolskie,4999
opel,astra,gen-g-1998-2009,2004,295000,1389,Gasoline,Oleśnica,Dolnośląskie,3600
opel,astra,gen-g-1998-2009,2003,220000,1995,Diesel,Września,Wielkopolskie,3500
opel,astra,gen-g-1998-2009,2003,209000,1998,Gasoline,Piotrków Trybunalski,Łódzkie,20999
opel,astra,gen-g-1998-2009,1999,187000,1400,LPG,Piła,Wielkopolskie,4999
opel,astra,gen-g-1998-2009,2007,149000,1910,Diesel,Lubin,Dolnośląskie,13500
opel,astra,gen-h-2004-2013,2006,179000,1364,Gasoline,Głowaczów,Mazowieckie,11500
opel,astra,gen-h-2004-2013,2006,155000,1796,Gasoline,Lublin,Lubelskie,15500
opel,astra,gen-h-2004-2013,2005,139400,1364,Gasoline,Rawicz,Wielkopolskie,12000
opel,astra,gen-h-2004-2013,2004,180000,1600,Gasoline,Kowala,Mazowieckie,10900
opel,astra,gen-h-2004-2013,2005,179000,1796,Gasoline,Płock,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2008,175000,1598,Gasoline,Pruszków,Mazowieckie,16400
opel,astra,gen-h-2004-2013,2005,216200,1796,Gasoline,Rakowice Wielkie,Dolnośląskie,9300
opel,astra,gen-h-2004-2013,2005,201705,1910,Diesel,Rzeszów,Podkarpackie,10500
opel,astra,gen-h-2004-2013,2008,191000,1364,Gasoline,Trzebinia,Małopolskie,13900
opel,astra,gen-h-2004-2013,2008,169900,1598,Gasoline,Sokołów Podlaski,Mazowieckie,14900
opel,astra,gen-h-2004-2013,2004,198000,1598,Gasoline,Paniówki,Śląskie,11500
opel,astra,gen-h-2004-2013,2006,198000,1796,Gasoline,Wrocław,Dolnośląskie,13300
opel,astra,gen-h-2004-2013,2013,109953,1364,Gasoline,Warszawa,Mazowieckie,38900
opel,astra,gen-h-2004-2013,2008,114528,1598,Gasoline,Kraków,Małopolskie,18500
opel,astra,gen-h-2004-2013,2010,138620,1598,Gasoline,Kąty Opolskie,Opolskie,24999
opel,astra,gen-h-2004-2013,2006,315000,1796,LPG,Święciechowa,Wielkopolskie,7500
opel,astra,gen-h-2004-2013,2008,180300,1686,Diesel,Zambrów,Podlaskie,13600
opel,astra,gen-h-2004-2013,2005,320360,1686,Diesel,Płońsk,Mazowieckie,7800
opel,astra,gen-h-2004-2013,2005,258952,1910,Diesel,Wrocław,Dolnośląskie,12900
opel,astra,gen-h-2004-2013,2009,198900,1364,Gasoline,Przemyśl,Podkarpackie,15900
opel,astra,gen-h-2004-2013,2004,229748,1364,Gasoline,Siemianowice Śląskie,Śląskie,8900
opel,astra,gen-h-2004-2013,2005,255000,1598,Gasoline,Katowice,Śląskie,10499
opel,astra,gen-h-2004-2013,2012,180000,1398,Gasoline,Kutno,Łódzkie,28900
opel,astra,gen-h-2004-2013,2006,201000,1364,LPG,Graboszewo,Wielkopolskie,12300
opel,astra,gen-h-2004-2013,2010,185970,1598,Gasoline,Syców,Dolnośląskie,14900
opel,astra,gen-h-2004-2013,2010,121000,1364,Gasoline,Mogilno,Kujawsko-pomorskie,17290
opel,astra,gen-h-2004-2013,2005,144000,1796,Gasoline,Łódź,Łódzkie,12950
opel,astra,gen-h-2004-2013,2008,244000,1910,Diesel,Mogilno,Kujawsko-pomorskie,16400
opel,astra,gen-h-2004-2013,2008,171000,1598,Gasoline,Olsztyn,Warmińsko-mazurskie,16500
opel,astra,gen-h-2004-2013,2010,178701,1364,Gasoline,Warszawa,Mazowieckie,21900
opel,astra,gen-h-2004-2013,2007,175000,1600,Gasoline,Białystok,Podlaskie,16999
opel,astra,gen-h-2004-2013,2009,125000,1364,Gasoline,Babica,Podkarpackie,18200
opel,astra,gen-h-2004-2013,2009,215000,1598,Gasoline,Chrzanów,Małopolskie,14999
opel,astra,gen-h-2004-2013,2005,206000,1598,Gasoline,Szpetal Górny,Kujawsko-pomorskie,12900
opel,astra,gen-h-2004-2013,2004,170000,1598,Gasoline,Wolbrom,Małopolskie,11900
opel,astra,gen-h-2004-2013,2008,123000,1598,Gasoline,Dojazdów,Małopolskie,16900
opel,astra,gen-h-2004-2013,2007,210319,1598,Gasoline,Gliwice,Śląskie,13500
opel,astra,gen-h-2004-2013,2004,170000,1598,Gasoline,Swarzędz,Wielkopolskie,11500
opel,astra,gen-h-2004-2013,2007,182000,1598,Gasoline,Wolbrom,Małopolskie,14900
opel,astra,gen-h-2004-2013,2008,112846,1598,Gasoline,Skępe,Kujawsko-pomorskie,15900
opel,astra,gen-h-2004-2013,2007,293966,1796,LPG,Piaseczno,Mazowieckie,11000
opel,astra,gen-h-2004-2013,2006,198000,1598,LPG,Włodawa,Lubelskie,12250
opel,astra,gen-h-2004-2013,2007,195000,1686,Diesel,Zamość,Lubelskie,13900
opel,astra,gen-h-2004-2013,2006,212000,1600,Gasoline,Zwoleń,Mazowieckie,10700
opel,astra,gen-h-2004-2013,2004,232000,1598,LPG,Kórnik,Wielkopolskie,8900
opel,astra,gen-h-2004-2013,2009,193000,1398,Gasoline,Gniezno,Wielkopolskie,15999
opel,astra,gen-h-2004-2013,2009,169232,1598,Gasoline,Sławno,Zachodniopomorskie,17900
opel,astra,gen-h-2004-2013,2005,200670,1796,Gasoline,Konin,Wielkopolskie,10900
opel,astra,gen-h-2004-2013,2006,232000,1600,Gasoline,Łask,Łódzkie,11950
opel,astra,gen-h-2004-2013,2007,288000,1910,Diesel,Włocławek,Kujawsko-pomorskie,14000
opel,astra,gen-h-2004-2013,2008,200000,1686,Diesel,Środa Wielkopolska,Wielkopolskie,11900
opel,astra,gen-h-2004-2013,2011,211000,1686,Diesel,Warszawa,Mazowieckie,14700
opel,astra,gen-h-2004-2013,2009,164000,1598,Gasoline,Antonów,Śląskie,19800
opel,astra,gen-h-2004-2013,2004,341000,1686,Diesel,Katowice,Śląskie,5200
opel,astra,gen-h-2004-2013,2008,169000,1686,Diesel,Ostrówek,Łódzkie,12900
opel,astra,gen-h-2004-2013,2005,153966,1796,Gasoline,Posada,Wielkopolskie,13600
opel,astra,gen-h-2004-2013,2010,183000,1598,Gasoline,Czechy,Łódzkie,21700
opel,astra,gen-h-2004-2013,2005,169886,1598,Gasoline,Nowy Sącz,Małopolskie,15900
opel,astra,gen-h-2004-2013,2008,146000,1598,Gasoline,Wrocław,Dolnośląskie,14600
opel,astra,gen-h-2004-2013,2004,209000,1796,Gasoline,Zduńska Wola,Łódzkie,12900
opel,astra,gen-h-2004-2013,2008,213000,1598,LPG,Bodzanów,Małopolskie,14900
opel,astra,gen-h-2004-2013,2005,237000,1364,Gasoline,Bodzanów,Małopolskie,13900
opel,astra,gen-h-2004-2013,2011,217000,1364,Gasoline,Orzesze,Śląskie,26999
opel,astra,gen-h-2004-2013,2006,93224,1364,Gasoline,Białogard,Zachodniopomorskie,14500
opel,astra,gen-h-2004-2013,2007,166000,1796,Gasoline,Łomża,Podlaskie,16999
opel,astra,gen-h-2004-2013,2008,122300,1598,Gasoline,Żory,Śląskie,16600
opel,astra,gen-h-2004-2013,2007,303800,1686,Diesel,Kędzierzyn-Koźle,Opolskie,8000
opel,astra,gen-h-2004-2013,2009,134000,1364,Gasoline,Sokołów Podlaski,Mazowieckie,13500
opel,astra,gen-h-2004-2013,2009,192000,1364,Gasoline,Płońsk,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2004,250000,1598,Gasoline,Strzyżew,Mazowieckie,8900
opel,astra,gen-h-2004-2013,2008,121650,1796,Gasoline,Babimost,Lubuskie,13500
opel,astra,gen-h-2004-2013,2005,196000,1796,Gasoline,Gniezno,Wielkopolskie,12500
opel,astra,gen-h-2004-2013,2006,148926,1998,Gasoline,Wrocław,Dolnośląskie,28900
opel,astra,gen-h-2004-2013,2010,217000,1598,Gasoline,Kutno,Łódzkie,18500
opel,astra,gen-h-2004-2013,2011,219783,1598,Gasoline,Wieliczka,Małopolskie,17800
opel,astra,gen-h-2004-2013,2006,354000,1364,LPG,Sławno,Zachodniopomorskie,11000
opel,astra,gen-h-2004-2013,2007,228000,1910,Diesel,Aleksandrów Łódzki,Łódzkie,12890
opel,astra,gen-h-2004-2013,2007,208000,1910,Diesel,Wrocław,Dolnośląskie,17000
opel,astra,gen-h-2004-2013,2008,139420,1796,Gasoline,Częstochowa,Śląskie,16900
opel,astra,gen-h-2004-2013,2009,88500,1364,Gasoline,Boguszyce,Dolnośląskie,15999
opel,astra,gen-h-2004-2013,2007,185000,1598,Gasoline,Kielce,Świętokrzyskie,14900
opel,astra,gen-h-2004-2013,2007,147000,1364,Gasoline,Józefów,Mazowieckie,13500
opel,astra,gen-h-2004-2013,2004,93000,1598,Gasoline,Chmielnik,Świętokrzyskie,15900
opel,astra,gen-h-2004-2013,2009,185009,1364,Gasoline,Myślenice,Małopolskie,14900
opel,astra,gen-h-2004-2013,2009,137300,1598,Gasoline,Myślenice,Małopolskie,16900
opel,astra,gen-h-2004-2013,2007,168000,1598,Gasoline,Trzyciąż,Małopolskie,15300
opel,astra,gen-h-2004-2013,2004,246500,1686,Diesel,Lipinki,Małopolskie,7500
opel,astra,gen-h-2004-2013,2008,350000,1686,Diesel,Chodzież,Wielkopolskie,6800
opel,astra,gen-h-2004-2013,2011,144134,1598,Gasoline,Gostyń,Wielkopolskie,16900
opel,astra,gen-h-2004-2013,2006,190000,1998,Gasoline,Gliwice,Śląskie,12999
opel,astra,gen-h-2004-2013,2004,179000,1998,Gasoline,Ostrów Mazowiecka,Mazowieckie,12900
opel,astra,gen-h-2004-2013,2004,217500,1700,Diesel,Myślenice,Małopolskie,9900
opel,astra,gen-h-2004-2013,2010,285600,1700,Diesel,Grudziądz,Kujawsko-pomorskie,10900
opel,astra,gen-h-2004-2013,2004,196604,1364,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,10800
opel,astra,gen-h-2004-2013,2004,183500,1998,Gasoline,Skoki,Wielkopolskie,10900
opel,astra,gen-h-2004-2013,2005,198568,1598,Gasoline,Włocławek,Kujawsko-pomorskie,10900
opel,astra,gen-h-2004-2013,2008,170000,1364,Gasoline,Krzeszowice,Małopolskie,15900
opel,astra,gen-h-2004-2013,2007,285000,1910,Diesel,Warszawa,Mazowieckie,9800
opel,astra,gen-h-2004-2013,2005,176400,1998,Gasoline,Gliwice,Śląskie,19900
opel,astra,gen-h-2004-2013,2009,220000,1686,Diesel,Elbląg,Warmińsko-mazurskie,11990
opel,astra,gen-h-2004-2013,2009,190000,1364,Gasoline,Libertów,Małopolskie,13900
opel,astra,gen-h-2004-2013,2005,257024,1598,LPG,Opole,Opolskie,9000
opel,astra,gen-h-2004-2013,2007,174123,1598,Gasoline,Płońsk,Mazowieckie,13900
opel,astra,gen-h-2004-2013,2008,160000,1796,Gasoline,Wtelno,Kujawsko-pomorskie,13800
opel,astra,gen-h-2004-2013,2007,120000,1598,Gasoline,Świebodzin,Lubuskie,14999
opel,astra,gen-h-2004-2013,2005,218500,1998,Gasoline,Tychy,Śląskie,12900
opel,astra,gen-h-2004-2013,2008,220000,1910,Diesel,Zawiercie,Śląskie,12800
opel,astra,gen-h-2004-2013,2006,253515,1598,Gasoline,Poznań,Wielkopolskie,14500
opel,astra,gen-h-2004-2013,2005,195000,1598,Gasoline,Lublin,Lubelskie,6700
opel,astra,gen-h-2004-2013,2006,253700,1796,Gasoline,Wysoczka,Wielkopolskie,9200
opel,astra,gen-h-2004-2013,2005,199000,1998,Gasoline,Budzyń,Wielkopolskie,13900
opel,astra,gen-h-2004-2013,2010,240000,1598,Gasoline,Gdańsk,Pomorskie,16500
opel,astra,gen-h-2004-2013,2009,205000,1398,Gasoline,Wałbrzych,Dolnośląskie,11990
opel,astra,gen-h-2004-2013,2005,179000,1364,Gasoline,Jelenia Góra,Dolnośląskie,10800
opel,astra,gen-h-2004-2013,2004,149000,1796,Gasoline,Wysoczka,Wielkopolskie,8500
opel,astra,gen-h-2004-2013,2008,220000,1598,LPG,Białystok,Podlaskie,14900
opel,astra,gen-h-2004-2013,2005,173000,1686,Diesel,Przeźmierowo,Wielkopolskie,8900
opel,astra,gen-h-2004-2013,2006,177000,1796,Gasoline,Radom,Mazowieckie,13500
opel,astra,gen-h-2004-2013,2006,198000,1686,Diesel,Górna Wieś,Małopolskie,9800
opel,astra,gen-h-2004-2013,2005,229000,1998,Gasoline,Janki,Mazowieckie,13900
opel,astra,gen-h-2004-2013,2005,176000,1598,Gasoline,Rybnik,Śląskie,11500
opel,astra,gen-h-2004-2013,2009,209495,1686,Diesel,Orchowo,Wielkopolskie,14900
opel,astra,gen-h-2004-2013,2005,145000,1910,Diesel,Krotoszyn,Wielkopolskie,5800
opel,astra,gen-h-2004-2013,2006,188000,1598,Gasoline,Sosnowiec,Śląskie,12300
opel,astra,gen-h-2004-2013,2006,220764,1364,Gasoline,Grudziądz,Kujawsko-pomorskie,10900
opel,astra,gen-h-2004-2013,2000,195145,1686,Diesel,Straszyn,Pomorskie,6900
opel,astra,gen-h-2004-2013,2007,251000,1364,Gasoline,Kutno,Łódzkie,12900
opel,astra,gen-h-2004-2013,2004,277000,1598,Gasoline,Pasłęk,Warmińsko-mazurskie,8999
opel,astra,gen-h-2004-2013,2004,277000,1598,Gasoline,Pasłęk,Warmińsko-mazurskie,8999
opel,astra,gen-h-2004-2013,2008,192265,1364,Gasoline,Wodzisław Śląski,Śląskie,16900
opel,astra,gen-h-2004-2013,2010,124323,1796,Gasoline,Krzepice,Śląskie,22800
opel,astra,gen-h-2004-2013,2008,225000,1910,Diesel,Koło,Wielkopolskie,11900
opel,astra,gen-h-2004-2013,2006,139000,1364,Gasoline,Luboń,Wielkopolskie,12900
opel,astra,gen-h-2004-2013,2006,196000,1910,Diesel,Skawina,Małopolskie,10900
opel,astra,gen-h-2004-2013,2004,200000,1686,Diesel,Mszalnica,Małopolskie,7900
opel,astra,gen-h-2004-2013,2009,138000,1598,Gasoline,Czechy,Łódzkie,20700
opel,astra,gen-h-2004-2013,2005,182010,1910,Diesel,Kraków,Małopolskie,12900
opel,astra,gen-h-2004-2013,2005,237000,1598,Gasoline,Wysokie Mazowieckie,Podlaskie,9800
opel,astra,gen-h-2004-2013,2008,220000,1910,Diesel,Wejherowo,Pomorskie,12800
opel,astra,gen-h-2004-2013,2004,194014,1598,Gasoline,Dalików,Łódzkie,10900
opel,astra,gen-h-2004-2013,2006,152000,1910,Diesel,Kłodzko,Dolnośląskie,14900
opel,astra,gen-h-2004-2013,2007,190000,1686,Diesel,Łask,Łódzkie,14700
opel,astra,gen-h-2004-2013,2004,201000,1598,LPG,Piotrków Trybunalski,Łódzkie,11500
opel,astra,gen-h-2004-2013,2005,138000,1598,Gasoline,Wiązowna,Mazowieckie,13500
opel,astra,gen-h-2004-2013,2009,130000,1598,Gasoline,Zawiercie,Śląskie,19500
opel,astra,gen-h-2004-2013,2008,157727,1998,Gasoline,Kunice,Dolnośląskie,24000
opel,astra,gen-h-2004-2013,2004,178000,1598,Gasoline,Szubin,Kujawsko-pomorskie,11900
opel,astra,gen-h-2004-2013,2005,180000,1910,Diesel,Lubin,Dolnośląskie,5300
opel,astra,gen-h-2004-2013,2006,168321,1364,Gasoline,Częstochowa,Śląskie,13900
opel,astra,gen-h-2004-2013,2008,199500,1248,Diesel,Katowice,Śląskie,7999
opel,astra,gen-h-2004-2013,2013,170000,1364,Gasoline,Żary,Lubuskie,26999
opel,astra,gen-h-2004-2013,2010,153100,1598,Gasoline,Nidzica,Warmińsko-mazurskie,16490
opel,astra,gen-h-2004-2013,2008,148000,1364,Gasoline,Mikołów,Śląskie,13900
opel,astra,gen-h-2004-2013,2009,248864,1598,LPG,Piła,Wielkopolskie,17900
opel,astra,gen-h-2004-2013,2008,200000,1686,Diesel,Elbląg,Warmińsko-mazurskie,13900
opel,astra,gen-h-2004-2013,2007,171000,1600,Gasoline,Kutno,Łódzkie,14900
opel,astra,gen-h-2004-2013,2009,203000,1598,Gasoline,Gniezno,Wielkopolskie,14900
opel,astra,gen-h-2004-2013,2004,303000,1796,Gasoline,Polanka Wielka,Małopolskie,5300
opel,astra,gen-h-2004-2013,2007,154000,1248,Diesel,Zamość,Lubelskie,11900
opel,astra,gen-h-2004-2013,2006,190000,1796,Gasoline,Łódź,Łódzkie,11700
opel,astra,gen-h-2004-2013,2004,341000,1686,Diesel,Katowice,Śląskie,4999
opel,astra,gen-h-2004-2013,2005,250000,1686,Diesel,Katowice,Śląskie,5800
opel,astra,gen-h-2004-2013,2005,250000,1686,Diesel,Katowice,Śląskie,5800
opel,astra,gen-h-2004-2013,2006,191087,1598,LPG,Łódź,Łódzkie,14500
opel,astra,gen-h-2004-2013,2006,222504,1910,Diesel,Bielany Wrocławskie,Dolnośląskie,12000
opel,astra,gen-h-2004-2013,2007,189980,1598,Gasoline,Bełchatów,Łódzkie,15799
opel,astra,gen-h-2004-2013,2010,32000,1598,Gasoline,Świebodzin,Lubuskie,29900
opel,astra,gen-h-2004-2013,2005,242545,1796,Gasoline,Poznań,Wielkopolskie,9900
opel,astra,gen-h-2004-2013,2004,164000,1796,Gasoline,Warszawa,Mazowieckie,12500
opel,astra,gen-h-2004-2013,2008,154000,1796,Gasoline,Sosnowiec,Śląskie,19900
opel,astra,gen-h-2004-2013,2005,235400,1998,Gasoline,Mniów,Świętokrzyskie,12700
opel,astra,gen-h-2004-2013,2005,250300,1998,Gasoline,Zawiercie,Śląskie,11500
opel,astra,gen-h-2004-2013,2005,286000,1598,Gasoline,Tarnów,Małopolskie,10800
opel,astra,gen-h-2004-2013,2008,124000,1598,Gasoline,Jastrzębie-Zdrój,Śląskie,17900
opel,astra,gen-h-2004-2013,2004,197000,1598,Gasoline,Białystok,Podlaskie,10900
opel,astra,gen-h-2004-2013,2006,434400,1910,Diesel,Łączki,Mazowieckie,10900
opel,astra,gen-h-2004-2013,2009,89420,1598,Gasoline,Zielona Góra,Lubuskie,19900
opel,astra,gen-h-2004-2013,2004,203000,1598,Gasoline,Lechów,Świętokrzyskie,10990
opel,astra,gen-h-2004-2013,2010,133000,1598,Gasoline,Dziemiany,Pomorskie,20999
opel,astra,gen-h-2004-2013,2004,223700,1796,LPG,Celiny,Świętokrzyskie,12500
opel,astra,gen-h-2004-2013,2005,245000,1686,Diesel,Lubawka,Dolnośląskie,7900
opel,astra,gen-h-2004-2013,2004,220000,1598,Gasoline,Kutno,Łódzkie,9900
opel,astra,gen-h-2004-2013,2010,245000,1686,Diesel,Rusinów,Mazowieckie,12600
opel,astra,gen-h-2004-2013,2008,118148,1598,Gasoline,Poznań,Wielkopolskie,16900
opel,astra,gen-h-2004-2013,2009,125500,1364,Gasoline,Łaziska Górne,Śląskie,12900
opel,astra,gen-h-2004-2013,2009,222000,1598,LPG,Skierniewice,Łódzkie,16605
opel,astra,gen-h-2004-2013,2007,190000,1598,Gasoline,Sobolew,Mazowieckie,14500
opel,astra,gen-h-2004-2013,2009,170000,1598,Gasoline,Łęczyca,Łódzkie,14200
opel,astra,gen-h-2004-2013,2011,262000,1598,Gasoline,Warszawa,Mazowieckie,18600
opel,astra,gen-h-2004-2013,2005,221785,1686,Diesel,Jawor,Dolnośląskie,8900
opel,astra,gen-h-2004-2013,2008,240000,1598,Gasoline,Iława,Warmińsko-mazurskie,13500
opel,astra,gen-h-2004-2013,2006,134000,1300,Diesel,Nowa Wieś,Kujawsko-pomorskie,14000
opel,astra,gen-h-2004-2013,2007,133000,1598,Gasoline,Gostynin,Mazowieckie,16500
opel,astra,gen-h-2004-2013,2005,222500,1796,Gasoline,Katowice,Śląskie,12500
opel,astra,gen-h-2004-2013,2005,280000,1796,Gasoline,Sobolew,Mazowieckie,12500
opel,astra,gen-h-2004-2013,2006,190000,1910,Diesel,Tomaszów Mazowiecki,Łódzkie,12800
opel,astra,gen-h-2004-2013,2004,237561,1598,Gasoline,Chrząstawa Mała,Dolnośląskie,11800
opel,astra,gen-h-2004-2013,2007,149591,1598,Gasoline,Buk,Małopolskie,15600
opel,astra,gen-h-2004-2013,2008,141000,1364,Gasoline,Radwanice,Dolnośląskie,16600
opel,astra,gen-h-2004-2013,2008,151900,1686,Diesel,Lwówek Śląski,Dolnośląskie,11700
opel,astra,gen-h-2004-2013,2004,174550,1598,Gasoline,Janów Lubelski,Lubelskie,9900
opel,astra,gen-h-2004-2013,2004,198000,1364,Gasoline,Psary,Śląskie,10900
opel,astra,gen-h-2004-2013,2008,163560,1598,Gasoline,Legnica,Dolnośląskie,12500
opel,astra,gen-h-2004-2013,2004,242000,1796,Gasoline,Września,Wielkopolskie,9000
opel,astra,gen-h-2004-2013,2004,105000,1364,Gasoline,Wrząca,Pomorskie,11899
opel,astra,gen-h-2004-2013,2005,230000,1796,Gasoline,Raków,Świętokrzyskie,12900
opel,astra,gen-h-2004-2013,2006,138000,1910,Diesel,Kraków,Małopolskie,13700
opel,astra,gen-h-2004-2013,2003,175000,1598,Gasoline,Police,Zachodniopomorskie,15900
opel,astra,gen-h-2004-2013,2006,226000,1598,Gasoline,Wielogóra,Mazowieckie,13700
opel,astra,gen-h-2004-2013,2007,225000,1910,Diesel,Płock,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2008,172000,1598,Gasoline,Strzelno,Kujawsko-pomorskie,18500
opel,astra,gen-h-2004-2013,2009,189800,1598,Gasoline,Brzeziny,Łódzkie,18500
opel,astra,gen-h-2004-2013,2006,242000,1598,Gasoline,Stanisławów Pierwszy,Mazowieckie,15500
opel,astra,gen-h-2004-2013,2009,190000,1598,Gasoline,Tuchola,Kujawsko-pomorskie,15999
opel,astra,gen-h-2004-2013,2006,160617,1796,Gasoline,Sosnowiec,Śląskie,14900
opel,astra,gen-h-2004-2013,2007,88000,1598,Gasoline,Panki,Śląskie,15999
opel,astra,gen-h-2004-2013,2004,340317,1686,Diesel,Ciepielów,Mazowieckie,8999
opel,astra,gen-h-2004-2013,2005,214000,1598,Gasoline,Żywocice,Opolskie,11400
opel,astra,gen-h-2004-2013,2007,160000,1598,Gasoline,Kępno,Wielkopolskie,9999
opel,astra,gen-h-2004-2013,2009,188416,1598,Gasoline,Częstochowa,Śląskie,17900
opel,astra,gen-h-2004-2013,2005,167000,1796,Gasoline,Przysucha,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2005,220000,1796,Gasoline,Oława,Dolnośląskie,9999
opel,astra,gen-h-2004-2013,2007,215000,1796,LPG,Bydgoszcz,Kujawsko-pomorskie,13500
opel,astra,gen-h-2004-2013,2005,197000,1598,Gasoline,Siemianowice Śląskie,Śląskie,12900
opel,astra,gen-h-2004-2013,2008,166600,1686,Diesel,Ślizów,Dolnośląskie,14900
opel,astra,gen-h-2004-2013,2007,117388,1598,Gasoline,Szczecin,Zachodniopomorskie,13900
opel,astra,gen-h-2004-2013,2004,177000,1598,Gasoline,Grudziądz,Kujawsko-pomorskie,12500
opel,astra,gen-h-2004-2013,2005,287600,1686,Diesel,Poznań,Wielkopolskie,15000
opel,astra,gen-h-2004-2013,2007,200770,1796,Gasoline,Koszalin,Zachodniopomorskie,10900
opel,astra,gen-h-2004-2013,2006,238000,1998,Gasoline,Budzyń,Wielkopolskie,13900
opel,astra,gen-h-2004-2013,2007,289000,1910,Diesel,Gdańsk,Pomorskie,7900
opel,astra,gen-h-2004-2013,2011,249000,1956,Diesel,Kościerzyna,Pomorskie,24900
opel,astra,gen-h-2004-2013,2009,210000,1598,Gasoline,Opole Lubelskie,Lubelskie,19900
opel,astra,gen-h-2004-2013,2005,202000,1598,Gasoline,Radziejów,Kujawsko-pomorskie,9900
opel,astra,gen-h-2004-2013,2006,237000,1598,Gasoline,Chojnice,Pomorskie,9800
opel,astra,gen-h-2004-2013,2006,360000,1910,Diesel,Grójec,Mazowieckie,8500
opel,astra,gen-h-2004-2013,2009,246000,1686,Diesel,Szczecin,Zachodniopomorskie,12600
opel,astra,gen-h-2004-2013,2005,215100,1598,Gasoline,Opatów,Świętokrzyskie,10990
opel,astra,gen-h-2004-2013,2009,154000,1598,Gasoline,Ostrołęka,Mazowieckie,15900
opel,astra,gen-h-2004-2013,2006,284000,1910,Diesel,Jegłownik,Warmińsko-mazurskie,9900
opel,astra,gen-h-2004-2013,2005,219100,1796,LPG,Tczew,Pomorskie,12000
opel,astra,gen-h-2004-2013,2005,305000,1910,Diesel,Dobra,Małopolskie,6900
opel,astra,gen-h-2004-2013,2011,235000,1686,Diesel,Bodzanów,Małopolskie,22500
opel,astra,gen-h-2004-2013,2004,260000,1686,Diesel,Lipno,Kujawsko-pomorskie,8900
opel,astra,gen-h-2004-2013,2006,147000,1600,Gasoline,Kowala,Mazowieckie,17900
opel,astra,gen-h-2004-2013,2005,185500,1796,Gasoline,Sochaczew,Mazowieckie,12500
opel,astra,gen-h-2004-2013,2010,180000,1598,Gasoline,Wolbrom,Małopolskie,19300
opel,astra,gen-h-2004-2013,2009,132000,1796,Gasoline,Burzenin,Łódzkie,18400
opel,astra,gen-h-2004-2013,2008,247000,1686,Diesel,Warszawa,Mazowieckie,14900
opel,astra,gen-h-2004-2013,2010,301000,1686,Diesel,Nowy Sącz,Małopolskie,11999
opel,astra,gen-h-2004-2013,2009,202039,1686,Diesel,Wieliczka,Małopolskie,15900
opel,astra,gen-h-2004-2013,2008,248597,1686,Diesel,Krzymów,Wielkopolskie,7400
opel,astra,gen-h-2004-2013,2008,217000,1598,Gasoline,Tarnowskie Góry,Śląskie,13900
opel,astra,gen-h-2004-2013,2004,208023,1364,Gasoline,Kraków,Małopolskie,7800
opel,astra,gen-h-2004-2013,2007,203000,1598,LPG,Wieliczka,Małopolskie,10500
opel,astra,gen-h-2004-2013,2007,251900,1910,Diesel,Sułkowice,Małopolskie,14900
opel,astra,gen-h-2004-2013,2007,308800,1686,Diesel,Toruń,Kujawsko-pomorskie,10200
opel,astra,gen-h-2004-2013,2010,125000,1598,Gasoline,Mszczonów,Mazowieckie,17500
opel,astra,gen-h-2004-2013,2006,187000,1598,Gasoline,Oława,Dolnośląskie,9999
opel,astra,gen-h-2004-2013,2008,146851,1598,Gasoline,Nysa,Opolskie,13800
opel,astra,gen-h-2004-2013,2009,148325,1364,Gasoline,Środa Śląska,Dolnośląskie,17800
opel,astra,gen-h-2004-2013,2006,242000,1598,Gasoline,Świebodzin,Lubuskie,13900
opel,astra,gen-h-2004-2013,2006,183000,1598,Gasoline,Czechy,Łódzkie,12700
opel,astra,gen-h-2004-2013,2010,153000,1364,Gasoline,Katowice,Śląskie,16500
opel,astra,gen-h-2004-2013,2009,181200,1364,Gasoline,Konradów,Śląskie,16900
opel,astra,gen-h-2004-2013,2006,215000,1796,Gasoline,Żagań,Lubuskie,12000
opel,astra,gen-h-2004-2013,2010,115079,1364,Gasoline,Warszawa,Mazowieckie,16900
opel,astra,gen-h-2004-2013,2011,132117,1598,LPG,Katowice,Śląskie,19000
opel,astra,gen-h-2004-2013,2008,166000,1598,Gasoline,Poręba,Śląskie,16700
