mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
opel,astra,gen-h-2004-2013,2009,135000,1364,Gasoline,Poręba,Śląskie,15900
opel,astra,gen-h-2004-2013,2007,155000,1598,Gasoline,Namysłów,Opolskie,13900
opel,astra,gen-h-2004-2013,2008,204000,1598,Gasoline,Olsztyn,Warmińsko-mazurskie,15900
opel,astra,gen-h-2004-2013,2004,200000,1796,Gasoline,Podzamcze,Świętokrzyskie,11900
opel,astra,gen-h-2004-2013,2009,286588,1598,Gasoline,Nowe Miasto Lubawskie,Warmińsko-mazurskie,12900
opel,astra,gen-h-2004-2013,2006,163000,1598,Gasoline,Stare Babice,Mazowieckie,9900
opel,astra,gen-h-2004-2013,2004,269280,1998,LPG,Tuczępy,Świętokrzyskie,11400
opel,astra,gen-h-2004-2013,2008,229477,1686,Diesel,Sieradz,Łódzkie,9800
opel,astra,gen-h-2004-2013,2011,173000,1686,Diesel,Witaszyce,Wielkopolskie,12900
opel,astra,gen-h-2004-2013,2008,157640,1910,Diesel,Grudziądz,Kujawsko-pomorskie,14900
opel,astra,gen-h-2004-2013,2006,226953,1796,Gasoline,Gniezno,Wielkopolskie,11900
opel,astra,gen-h-2004-2013,2007,218000,1598,Gasoline,Płock,Mazowieckie,11900
opel,astra,gen-h-2004-2013,2006,210000,1796,Gasoline,Kutno,Łódzkie,10900
opel,astra,gen-h-2004-2013,2006,230000,1796,Gasoline,Konin,Wielkopolskie,13500
opel,astra,gen-h-2004-2013,2007,130000,1598,Gasoline,Humniska,Podkarpackie,16900
opel,astra,gen-h-2004-2013,2007,234331,1796,Gasoline,Żywiec,Śląskie,13900
opel,astra,gen-h-2004-2013,2008,291000,1910,Diesel,Nysa,Opolskie,17900
opel,astra,gen-h-2004-2013,2005,158450,1598,Gasoline,Częstochowa,Śląskie,13900
opel,astra,gen-h-2004-2013,2009,251097,1686,Diesel,Lubin,Dolnośląskie,11000
opel,astra,gen-h-2004-2013,2014,237142,1686,Diesel,Starogard Gdański,Pomorskie,12900
opel,astra,gen-h-2004-2013,2009,208817,1598,Gasoline,Połaniec,Świętokrzyskie,15900
opel,astra,gen-h-2004-2013,2007,160930,1598,Gasoline,Miłocice,Małopolskie,14900
opel,astra,gen-h-2004-2013,2006,324900,1910,Diesel,Ciechanowiec,Podlaskie,8999
opel,astra,gen-h-2004-2013,2005,197000,1364,Gasoline,Sochaczew,Mazowieckie,8900
opel,astra,gen-h-2004-2013,2005,141000,1796,Gasoline,Szczecin,Zachodniopomorskie,13000
opel,astra,gen-h-2004-2013,2009,270400,1598,LPG,Reda,Pomorskie,15600
opel,astra,gen-h-2004-2013,2006,294421,1910,Diesel,Radom,Mazowieckie,7900
opel,astra,gen-h-2004-2013,2009,244035,1686,Diesel,Stary Wiązów,Dolnośląskie,12900
opel,astra,gen-h-2004-2013,2008,150511,1598,Gasoline,Suchedniów,Świętokrzyskie,15500
opel,astra,gen-h-2004-2013,2008,275700,1598,LPG,Wieluń,Łódzkie,12000
opel,astra,gen-h-2004-2013,2010,272000,1598,Gasoline,Bartniki,Mazowieckie,18900
opel,astra,gen-h-2004-2013,2005,320000,1686,Diesel,Jabłonka,Małopolskie,7500
opel,astra,gen-h-2004-2013,2011,237000,1686,Diesel,Dobrzykowice,Dolnośląskie,12000
opel,astra,gen-h-2004-2013,2007,296500,1910,Diesel,Olsztyn,Warmińsko-mazurskie,10900
opel,astra,gen-h-2004-2013,2008,210000,1364,Gasoline,Susz,Warmińsko-mazurskie,12900
opel,astra,gen-h-2004-2013,2006,124500,1796,Gasoline,Rzgów,Wielkopolskie,15900
opel,astra,gen-h-2004-2013,2010,269146,1686,Diesel,Kraków,Małopolskie,10800
opel,astra,gen-h-2004-2013,2007,181000,1364,Gasoline,Ruda Śląska,Śląskie,10800
opel,astra,gen-h-2004-2013,2005,216315,1998,Gasoline,Ostrów Mazowiecka,Mazowieckie,11900
opel,astra,gen-h-2004-2013,2004,196000,1364,Gasoline,Leszno,Wielkopolskie,9900
opel,astra,gen-h-2004-2013,2006,242000,1598,LPG,Warszawa,Mazowieckie,10000
opel,astra,gen-h-2004-2013,2005,222900,1598,Gasoline,Słupca,Wielkopolskie,9450
opel,astra,gen-h-2004-2013,2005,265400,1910,Diesel,Zgorzelec,Dolnośląskie,8800
opel,astra,gen-h-2004-2013,2008,181000,1910,Diesel,Warszawa,Mazowieckie,15800
opel,astra,gen-h-2004-2013,2004,189000,1598,Gasoline,Lubartów,Lubelskie,9000
opel,astra,gen-h-2004-2013,2005,322000,1686,Diesel,Ruda Śląska,Śląskie,5800
opel,astra,gen-h-2004-2013,2008,175450,1364,Gasoline,Duszniki,Wielkopolskie,11100
opel,astra,gen-h-2004-2013,2007,195900,1910,Diesel,Wrocław,Dolnośląskie,12500
opel,astra,gen-j-2009-2015,2014,106760,1364,Gasoline,Wrocław,Dolnośląskie,41900
opel,astra,gen-j-2009-2015,2011,89987,1398,Gasoline,Wrocław,Dolnośląskie,29500
opel,astra,gen-j-2009-2015,2013,259000,1686,Diesel,Zabrze,Śląskie,22900
opel,astra,gen-j-2009-2015,2015,42738,1398,Gasoline,Szczecin,Zachodniopomorskie,41900
opel,astra,gen-j-2009-2015,2012,157000,1398,Gasoline,Ostrołęka,Mazowieckie,24500
opel,astra,gen-j-2009-2015,2011,51430,1364,Gasoline,Warszawa,Mazowieckie,37900
opel,astra,gen-j-2009-2015,2015,169000,1364,Gasoline,Ruda Śląska,Śląskie,33999
opel,astra,gen-j-2009-2015,2015,114082,1598,Gasoline,Warszawa,Mazowieckie,37900
opel,astra,gen-j-2009-2015,2013,149000,1998,Gasoline,Zabrze,Śląskie,57900
opel,astra,gen-j-2009-2015,2016,147000,1598,Diesel,Gdynia,Pomorskie,47900
opel,astra,gen-j-2009-2015,2012,69636,1364,Gasoline,Warszawa,Mazowieckie,36900
opel,astra,gen-j-2009-2015,2011,125585,1364,Gasoline,Janki,Mazowieckie,41900
opel,astra,gen-j-2009-2015,2018,121689,1399,Gasoline,Janki,Mazowieckie,54900
opel,astra,gen-j-2009-2015,2011,134693,1364,Gasoline,Janki,Mazowieckie,31900
opel,astra,gen-j-2009-2015,2015,107000,1364,Gasoline,Września,Wielkopolskie,38900
opel,astra,gen-j-2009-2015,2010,140200,1686,Diesel,Bydgoszcz,Kujawsko-pomorskie,24600
opel,astra,gen-j-2009-2015,2011,63902,1364,Gasoline,Katowice,Śląskie,38500
opel,astra,gen-j-2009-2015,2014,228500,1686,Diesel,Ostrów Wielkopolski,Wielkopolskie,22900
opel,astra,gen-j-2009-2015,2015,18100,1598,Gasoline,Niepołomice,Małopolskie,58500
opel,astra,gen-j-2009-2015,2015,232000,1598,Diesel,Warszawa,Mazowieckie,30500
opel,astra,gen-j-2009-2015,2015,90178,1364,Gasoline,Lublin,Lubelskie,39900
opel,astra,gen-j-2009-2015,2013,221000,1956,Diesel,Płock,Mazowieckie,28900
opel,astra,gen-j-2009-2015,2014,92228,1364,Gasoline,Warszawa,Mazowieckie,38900
opel,astra,gen-j-2009-2015,2013,111640,1364,Gasoline,Warszawa,Mazowieckie,38900
opel,astra,gen-j-2009-2015,2011,128688,1364,Gasoline,Nieciszów,Dolnośląskie,35800
opel,astra,gen-j-2009-2015,2010,171000,1364,Gasoline,Starogard Gdański,Pomorskie,23900
opel,astra,gen-j-2009-2015,2013,178000,1956,Diesel,Września,Wielkopolskie,41900
opel,astra,gen-j-2009-2015,2013,100802,1364,Gasoline,Warszawa,Mazowieckie,34900
opel,astra,gen-j-2009-2015,2015,124770,1399,Gasoline,Warszawa,Mazowieckie,48900
opel,astra,gen-j-2009-2015,2012,116000,1364,Gasoline,Września,Wielkopolskie,38900
opel,astra,gen-j-2009-2015,2015,99422,1399,Gasoline,Warszawa,Mazowieckie,53900
opel,astra,gen-j-2009-2015,2011,185000,1398,Gasoline,Jawor,Dolnośląskie,19800
opel,astra,gen-j-2009-2015,2014,106760,1364,Gasoline,Wrocław,Dolnośląskie,41900
opel,astra,gen-j-2009-2015,2011,89987,1398,Gasoline,Wrocław,Dolnośląskie,29500
opel,astra,gen-j-2009-2015,2013,259000,1686,Diesel,Zabrze,Śląskie,22900
opel,astra,gen-j-2009-2015,2015,42738,1398,Gasoline,Szczecin,Zachodniopomorskie,41900
opel,astra,gen-j-2009-2015,2012,157000,1398,Gasoline,Ostrołęka,Mazowieckie,24500
opel,astra,gen-j-2009-2015,2011,51430,1364,Gasoline,Warszawa,Mazowieckie,37900
opel,astra,gen-j-2009-2015,2015,169000,1364,Gasoline,Ruda Śląska,Śląskie,33999
opel,astra,gen-j-2009-2015,2015,114082,1598,Gasoline,Warszawa,Mazowieckie,37900
opel,astra,gen-j-2009-2015,2013,149000,1998,Gasoline,Zabrze,Śląskie,57900
opel,astra,gen-j-2009-2015,2016,147000,1598,Diesel,Gdynia,Pomorskie,47900
opel,astra,gen-j-2009-2015,2012,69636,1364,Gasoline,Warszawa,Mazowieckie,36900
opel,astra,gen-j-2009-2015,2011,125585,1364,Gasoline,Janki,Mazowieckie,41900
opel,astra,gen-j-2009-2015,2018,121689,1399,Gasoline,Janki,Mazowieckie,54900
opel,astra,gen-j-2009-2015,2011,134693,1364,Gasoline,Janki,Mazowieckie,31900
opel,astra,gen-j-2009-2015,2015,107000,1364,Gasoline,Września,Wielkopolskie,38900
opel,astra,gen-j-2009-2015,2010,140200,1686,Diesel,Bydgoszcz,Kujawsko-pomorskie,24600
opel,astra,gen-j-2009-2015,2011,63902,1364,Gasoline,Katowice,Śląskie,
opel,astra,gen-j-2009-2015,2014,228500,1686,Diesel,Ostrów Wielkopolski,Wielkopolskie,
opel,astra,gen-j-2009-2015,2015,18100,1598,Gasoline,Niepołomice,Małopolskie,
opel,astra,gen-j-2009-2015,2015,232000,1598,Diesel,Warszawa,Mazowieckie,
opel,astra,gen-j-2009-2015,2015,90178,1364,Gasoline,Lublin,Lubelskie,
opel,astra,gen-j-2009-2015,2013,221000,1956,Diesel,Płock,Mazowieckie,28900
opel,astra,gen-j-2009-2015,2014,92228,1364,Gasoline,Warszawa,Mazowieckie,38900
opel,astra,gen-j-2009-2015,2013,111640,1364,Gasoline,Warszawa,Mazowieckie,38900
opel,astra,gen-j-2009-2015,2011,128688,1364,Gasoline,Nieciszów,Dolnośląskie,35800
opel,astra,gen-j-2009-2015,2010,171000,1364,Gasoline,Starogard Gdański,Pomorskie,23900
opel,astra,gen-j-2009-2015,2013,178000,1956,Diesel,Września,Wielkopolskie,41900
opel,astra,gen-j-2009-2015,2013,100802,1364,Gasoline,Warszawa,Mazowieckie,34900
opel,astra,gen-j-2009-2015,2015,124770,1399,Gasoline,Warszawa,Mazowieckie,48900
opel,astra,gen-j-2009-2015,2012,116000,1364,Gasoline,Września,Wielkopolskie,38900
opel,astra,gen-j-2009-2015,2015,99422,1399,Gasoline,Warszawa,Mazowieckie,53900
opel,astra,gen-j-2009-2015,2011,185000,1398,Gasoline,Jawor,Dolnośląskie,19800
opel,astra,gen-j-2009-2015,2015,87415,1598,Gasoline,Warszawa,Mazowieckie,43500
opel,astra,gen-j-2009-2015,2013,246000,1956,Diesel,Stargard Szczeciński,Zachodniopomorskie,28900
opel,astra,gen-j-2009-2015,2010,232000,1956,Diesel,Domaradz,Podkarpackie,20900
opel,astra,gen-j-2009-2015,2013,86250,1598,Gasoline,Wrocław,Dolnośląskie,35000
opel,astra,gen-j-2009-2015,2011,276100,1686,Diesel,Kraków,Małopolskie,29000
opel,astra,gen-j-2009-2015,2010,100000,1598,Gasoline,Kraków,Małopolskie,29700
opel,astra,gen-j-2009-2015,2011,175000,1364,Gasoline,Płock,Mazowieckie,28900
opel,astra,gen-j-2009-2015,2014,50719,1364,Gasoline,Warszawa,Mazowieckie,37900
opel,astra,gen-j-2009-2015,2015,83525,1598,Gasoline,Warszawa,Mazowieckie,41500
opel,astra,gen-j-2009-2015,2013,112958,1398,Gasoline,Warszawa,Mazowieckie,34500
opel,astra,gen-j-2009-2015,2014,109670,1686,Diesel,Warszawa,Mazowieckie,29900
opel,astra,gen-j-2009-2015,2013,118860,1364,Gasoline,Warszawa,Mazowieckie,37900
opel,astra,gen-j-2009-2015,2012,75093,1364,Gasoline,Warszawa,Mazowieckie,34900
opel,astra,gen-j-2009-2015,2012,93000,1598,Gasoline,Gniezno,Wielkopolskie,31900
opel,astra,gen-j-2009-2015,2012,185700,1686,Diesel,Stargard Szczeciński,Zachodniopomorskie,25990
opel,astra,gen-j-2009-2015,2012,220000,1956,Diesel,Elbląg,Warmińsko-mazurskie,26900
opel,astra,gen-j-2009-2015,2013,63000,1364,Gasoline,Kąty Opolskie,Opolskie,42999
opel,astra,gen-j-2009-2015,2011,186138,1686,Diesel,Bielany Wrocławskie,Dolnośląskie,22000
opel,astra,gen-j-2009-2015,2014,216000,1598,Diesel,Wąchock,Świętokrzyskie,26900
opel,astra,gen-j-2009-2015,2011,112000,1362,Gasoline,Garwolin,Mazowieckie,29990
opel,astra,gen-j-2009-2015,2010,150000,1598,Gasoline,Gliwice,Śląskie,23900
opel,astra,gen-j-2009-2015,2011,279200,1686,Diesel,Boronów,Śląskie,16900
opel,astra,gen-j-2009-2015,2011,221000,1686,Diesel,Będzin,Śląskie,18899
opel,astra,gen-j-2009-2015,2012,100000,1598,Gasoline,Inowrocław,Kujawsko-pomorskie,32900
opel,astra,gen-j-2009-2015,2011,167708,1364,Gasoline,Janów Lubelski,Lubelskie,27900
opel,astra,gen-j-2009-2015,2013,207000,1364,LPG,Nowy Dwór Gdański,Pomorskie,29500
opel,astra,gen-j-2009-2015,2010,88128,1398,Gasoline,Ostrów Mazowiecka,Mazowieckie,25900
opel,astra,gen-j-2009-2015,2013,131091,1364,Gasoline,Mogilno,Kujawsko-pomorskie,33900
opel,astra,gen-j-2009-2015,2012,93064,1364,Gasoline,Nawojowa Góra,Małopolskie,30900
opel,astra,gen-j-2009-2015,2013,83762,1598,Gasoline,Warszawa,Mazowieckie,37400
opel,astra,gen-j-2009-2015,2014,118878,1364,Gasoline,Lublin,Lubelskie,39900
opel,astra,gen-j-2009-2015,2013,116484,1364,Gasoline,Warszawa,Mazowieckie,40500
opel,astra,gen-j-2009-2015,2010,200000,1686,Diesel,Ostrów Mazowiecka,Mazowieckie,23900
opel,astra,gen-j-2009-2015,2012,123785,1364,Gasoline,Kąty Opolskie,Opolskie,38999
opel,astra,gen-j-2009-2015,2011,129000,1364,Gasoline,Tarnowskie Góry,Śląskie,25900
opel,astra,gen-j-2009-2015,2010,211222,1364,Gasoline,Radom,Mazowieckie,29900
opel,astra,gen-j-2009-2015,2011,219399,1364,Gasoline,Katowice,Śląskie,25000
opel,astra,gen-j-2009-2015,2013,,1598,Gasoline,Warszawa,Mazowieckie,39900
opel,astra,gen-j-2009-2015,2013,,1364,LPG,Dębica,Podkarpackie,24900
opel,astra,gen-j-2009-2015,2015,,1598,Gasoline,Gdańsk,Pomorskie,39900
opel,astra,gen-j-2009-2015,2010,,1956,Diesel,Skępe,Kujawsko-pomorskie,22900
opel,astra,gen-j-2009-2015,2010,,1598,Gasoline,Ostrów Mazowiecka,Mazowieckie,25900
opel,astra,gen-j-2009-2015,2015,77542,1364,Gasoline,Katowice,Śląskie,48500
opel,astra,gen-j-2009-2015,2015,56207,1598,Gasoline,Kraków,Małopolskie,44000
opel,astra,gen-j-2009-2015,2012,85500,1598,Gasoline,Pabianice,Łódzkie,38900
opel,astra,gen-j-2009-2015,2011,202217,1686,Diesel,Gdańsk,Pomorskie,17999
opel,astra,gen-j-2009-2015,2010,134000,1364,Gasoline,Gołdap,Warmińsko-mazurskie,26000
opel,astra,gen-j-2009-2015,2011,191000,1686,Diesel,Kielce,Świętokrzyskie,19900
opel,astra,gen-j-2009-2015,2012,99000,1364,Gasoline,Września,Wielkopolskie,31900
opel,astra,gen-j-2009-2015,2013,116000,1598,Gasoline,Jabłonna,Mazowieckie,39700
opel,astra,gen-j-2009-2015,2011,191545,1364,Gasoline,Lublin,Lubelskie,24700
opel,astra,gen-j-2009-2015,2010,265745,1686,Diesel,Łańcut,Podkarpackie,16500
opel,astra,gen-j-2009-2015,2011,284986,1956,Diesel,Zabrze,Śląskie,20000
opel,astra,gen-j-2009-2015,2011,179000,1364,Gasoline,Pasłęk,Warmińsko-mazurskie,25999
opel,astra,gen-j-2009-2015,2010,130000,1398,Gasoline,Lębork,Pomorskie,27000
opel,astra,gen-j-2009-2015,2011,193000,1956,Diesel,Ostrołęka,Mazowieckie,21900
opel,astra,gen-j-2009-2015,2015,152000,1956,Diesel,Gdańsk,Pomorskie,43500
opel,astra,gen-j-2009-2015,2011,238000,1364,Gasoline,Warszawa,Mazowieckie,27700
opel,astra,gen-j-2009-2015,2011,163069,1364,Gasoline,Jedlińsk,Mazowieckie,23900
opel,astra,gen-j-2009-2015,2013,115000,1598,LPG,Warszawa,Mazowieckie,39700
opel,astra,gen-j-2009-2015,2010,78765,1598,Gasoline,Bielany Wrocławskie,Dolnośląskie,28000
opel,astra,gen-j-2009-2015,2013,145000,1364,Gasoline,Nidzica,Warmińsko-mazurskie,28900
opel,astra,gen-j-2009-2015,2011,299500,1686,Diesel,Malbork,Pomorskie,20000
opel,astra,gen-j-2009-2015,2013,107000,1364,Gasoline,Września,Wielkopolskie,33400
opel,astra,gen-j-2009-2015,2014,73000,1364,Gasoline,Poznań,Wielkopolskie,42000
opel,astra,gen-j-2009-2015,2014,149000,1364,Gasoline,Orzech,Śląskie,38900
opel,astra,gen-j-2009-2015,2012,190000,1686,Diesel,Stargard Szczeciński,Zachodniopomorskie,22900
opel,astra,gen-j-2009-2015,2012,190000,1686,Diesel,Poręba,Śląskie,25500
opel,astra,gen-j-2009-2015,2011,163100,1686,Diesel,Grudziądz,Kujawsko-pomorskie,23600
opel,astra,gen-j-2009-2015,2014,260000,1598,Diesel,Łazy,Śląskie,25500
opel,astra,gen-j-2009-2015,2014,142000,1598,Gasoline,Libiąż,Małopolskie,32800
opel,astra,gen-j-2009-2015,2015,145800,1364,Gasoline,Czarnków,Wielkopolskie,34900
opel,astra,gen-j-2009-2015,2013,149000,1956,Diesel,Dziemionna,Kujawsko-pomorskie,31999
opel,astra,gen-j-2009-2015,2012,106000,1364,Gasoline,Ostrów Mazowiecka,Mazowieckie,33900
opel,astra,gen-j-2009-2015,2018,125785,1364,Gasoline,Gdańsk,Pomorskie,49900
opel,astra,gen-j-2009-2015,2010,99000,1364,Gasoline,Banino,Pomorskie,26900
opel,astra,gen-j-2009-2015,2012,225000,1686,Diesel,Zamość,Lubelskie,23900
opel,astra,gen-j-2009-2015,2014,139437,1364,Gasoline,Białystok,Podlaskie,29900
opel,astra,gen-j-2009-2015,2012,108879,1598,Gasoline,Daleszyce,Świętokrzyskie,33500
opel,astra,gen-j-2009-2015,2014,209000,1598,Gasoline,Toruń,Kujawsko-pomorskie,25500
opel,astra,gen-j-2009-2015,2015,74000,1364,Gasoline,Zamość,Lubelskie,35900
opel,astra,gen-j-2009-2015,2015,132000,1398,LPG,Bodzanów,Małopolskie,32900
opel,astra,gen-j-2009-2015,2015,116800,1364,Gasoline,Gliwice,Śląskie,39900
opel,astra,gen-j-2009-2015,2011,163000,1686,Diesel,Zamość,Lubelskie,22800
opel,astra,gen-j-2009-2015,2014,181000,1364,Gasoline,Piła,Wielkopolskie,25200
opel,astra,gen-j-2009-2015,2012,180000,1398,Gasoline,Rzeszów,Podkarpackie,24900
opel,astra,gen-j-2009-2015,2017,87300,1598,Gasoline,Bydgoszcz,Kujawsko-pomorskie,42900
opel,astra,gen-j-2009-2015,2015,141760,1364,Gasoline,Grudziądz,Kujawsko-pomorskie,38900
opel,astra,gen-j-2009-2015,2011,182147,1364,Gasoline,Ostrów Mazowiecka,Mazowieckie,27900
opel,astra,gen-j-2009-2015,2010,166254,1598,Gasoline,Ostrów Mazowiecka,Mazowieckie,31857
opel,astra,gen-j-2009-2015,2012,213000,1364,Gasoline,Radom,Mazowieckie,26900
opel,astra,gen-j-2009-2015,2019,57256,1399,Gasoline,Warszawa,Mazowieckie,68300
opel,astra,gen-j-2009-2015,2015,64320,1598,Gasoline,Gdynia,Pomorskie,45900
opel,astra,gen-j-2009-2015,2013,188300,1362,Gasoline,Gniezno,Wielkopolskie,31400
opel,astra,gen-j-2009-2015,2014,225000,1598,Diesel,Kielce,Świętokrzyskie,21700
opel,astra,gen-j-2009-2015,2010,167150,1364,Gasoline,Gniezno,Wielkopolskie,26500
opel,astra,gen-j-2009-2015,2011,163450,1364,Gasoline,Włoszczowa,Świętokrzyskie,31200
opel,astra,gen-j-2009-2015,2015,159000,1598,Gasoline,Rybnik,Śląskie,35900
opel,astra,gen-j-2009-2015,2015,80800,1598,Gasoline,Bydgoszcz,Kujawsko-pomorskie,45900
opel,astra,gen-j-2009-2015,2014,137492,1364,LPG,Gliwice,Śląskie,39900
opel,astra,gen-j-2009-2015,2018,25253,1399,Gasoline,Mysłowice,Śląskie,69900
opel,astra,gen-j-2009-2015,2015,208000,1598,Diesel,Wrocław,Dolnośląskie,37800
opel,astra,gen-j-2009-2015,2014,188457,1686,Diesel,Kamienica,Opolskie,28900
opel,astra,gen-j-2009-2015,2014,84000,1364,Gasoline,Siedlce,Mazowieckie,34900
opel,astra,gen-j-2009-2015,2014,184000,1686,Diesel,Iława,Warmińsko-mazurskie,26900
opel,astra,gen-j-2009-2015,2018,151229,1400,Gasoline,Wieliczka,Małopolskie,46900
opel,astra,gen-j-2009-2015,2018,39335,1399,Gasoline,Wieliczka,Małopolskie,53900
opel,astra,gen-j-2009-2015,2014,136000,1400,Gasoline,Kołobrzeg,Zachodniopomorskie,33900
opel,astra,gen-j-2009-2015,2014,163000,1364,LPG,Bodzanów,Małopolskie,33900
opel,astra,gen-j-2009-2015,2011,175699,1598,Gasoline,Białogard,Zachodniopomorskie,27999
opel,astra,gen-j-2009-2015,2015,183000,1598,Diesel,Kraków,Małopolskie,28500
opel,astra,gen-j-2009-2015,2010,131000,1598,Gasoline,Żnin,Kujawsko-pomorskie,26900
opel,astra,gen-j-2009-2015,2015,185000,1598,Diesel,Cisiec,Śląskie,29900
opel,astra,gen-j-2009-2015,2010,172000,1598,Gasoline,Nowy Sącz,Małopolskie,24999
opel,astra,gen-j-2009-2015,2010,145550,1598,Gasoline,Nisko,Podkarpackie,27950
opel,astra,gen-j-2009-2015,2011,211344,1364,Gasoline,Gdańsk,Pomorskie,4700
opel,astra,gen-j-2009-2015,2013,313000,1686,Diesel,Zbaków Górny,Dolnośląskie,26900
opel,astra,gen-j-2009-2015,2013,17130,1598,Gasoline,Wieruszów,Łódzkie,36500
opel,astra,gen-j-2009-2015,2010,234000,1686,Diesel,Piotrkowice,Świętokrzyskie,23900
opel,astra,gen-j-2009-2015,2015,106000,1364,Gasoline,Świdwin,Zachodniopomorskie,35900
opel,astra,gen-j-2009-2015,2011,223500,1364,LPG,Żnin,Kujawsko-pomorskie,33800
opel,astra,gen-j-2009-2015,2018,46000,1598,Gasoline,Wszechświęte,Dolnośląskie,40000
opel,astra,gen-j-2009-2015,2013,181695,1398,Gasoline,Przemyśl,Podkarpackie,29900
opel,astra,gen-j-2009-2015,2011,197676,1598,Gasoline,Przemyśl,Podkarpackie,27600
opel,astra,gen-j-2009-2015,2016,77917,1364,LPG,Katowice,Śląskie,48000
opel,astra,gen-j-2009-2015,2012,92279,1364,Gasoline,Świdwin,Zachodniopomorskie,29500
opel,astra,gen-j-2009-2015,2011,192000,1364,Gasoline,Dynów,Podkarpackie,27500
opel,astra,gen-j-2009-2015,2012,255600,1956,Diesel,Raków,Wielkopolskie,19990
opel,astra,gen-j-2009-2015,2014,249412,1364,Gasoline,Kutno,Łódzkie,26900
opel,astra,gen-j-2009-2015,2014,214000,1364,Gasoline,Warszawa,Mazowieckie,31900
opel,astra,gen-j-2009-2015,2015,240000,1598,Diesel,Studzienice,Śląskie,26900
opel,astra,gen-j-2009-2015,2011,103500,1598,Gasoline,Warszawa,Mazowieckie,28500
opel,astra,gen-j-2009-2015,2011,143000,1364,Gasoline,Liszki,Małopolskie,27900
opel,astra,gen-j-2009-2015,2012,89999,1364,Gasoline,Kluki,Łódzkie,29999
opel,astra,gen-j-2009-2015,2015,227000,1598,Diesel,Kielce,Świętokrzyskie,18500
opel,astra,gen-j-2009-2015,2011,238223,1398,Gasoline,Raków,Świętokrzyskie,22500
opel,astra,gen-j-2009-2015,2015,150000,1598,Diesel,Mikołów,Śląskie,29900
opel,astra,gen-j-2009-2015,2013,101777,1956,Diesel,Chojnice,Pomorskie,27900
opel,astra,gen-j-2009-2015,2011,139000,1364,Gasoline,Kisielice,Warmińsko-mazurskie,24999
opel,astra,gen-j-2009-2015,2015,148274,1598,Diesel,Gdańsk,Pomorskie,32000
opel,astra,gen-j-2009-2015,2011,123899,1364,LPG,Gdańsk,Pomorskie,30900
opel,astra,gen-j-2009-2015,2010,173000,1598,Gasoline,Płock,Mazowieckie,22900
opel,astra,gen-j-2009-2015,2010,152500,1364,LPG,Czeladź,Śląskie,28800
opel,astra,gen-j-2009-2015,2013,220000,1686,Diesel,Kutno,Łódzkie,22990
opel,astra,gen-j-2009-2015,2012,162000,1364,Gasoline,Ruda Śląska,Śląskie,37900
opel,astra,gen-j-2009-2015,2010,200000,1598,Gasoline,Radom,Mazowieckie,24900
opel,astra,gen-j-2009-2015,2010,191000,1598,Gasoline,Będzin,Śląskie,25900
opel,astra,gen-j-2009-2015,2010,150000,1364,Gasoline,Jarocin,Wielkopolskie,25400
opel,astra,gen-j-2009-2015,2011,170700,1598,LPG,Śrem,Wielkopolskie,32900
opel,astra,gen-j-2009-2015,2016,102000,1998,Gasoline,Starogard Gdański,Pomorskie,79900
opel,astra,gen-j-2009-2015,2010,108678,1364,Gasoline,Oleśnica,Dolnośląskie,34990
opel,astra,gen-j-2009-2015,2012,249000,1686,Diesel,Strzyżew,Mazowieckie,19900
opel,astra,gen-j-2009-2015,2014,55000,1686,Diesel,Brzozów,Podkarpackie,35300
opel,astra,gen-j-2009-2015,2010,159000,1686,Diesel,Tuliszków,Wielkopolskie,21000
opel,astra,gen-j-2009-2015,2011,150000,1364,Gasoline,Napęków,Świętokrzyskie,27700
opel,astra,gen-j-2009-2015,2012,115000,1598,Gasoline,Siedlce,Mazowieckie,38000
opel,astra,gen-j-2009-2015,2010,166777,1364,LPG,Kłodzko,Dolnośląskie,24700
opel,astra,gen-j-2009-2015,2015,120756,1364,Gasoline,Żory,Śląskie,42900
opel,astra,gen-j-2009-2015,2018,67155,1400,Gasoline,Swadzim,Wielkopolskie,47900
opel,astra,gen-j-2009-2015,2011,265098,1686,Diesel,Orneta,Warmińsko-mazurskie,23900
opel,astra,gen-j-2009-2015,2013,118000,1598,Gasoline,Sade Budy,Mazowieckie,34800
opel,astra,gen-j-2009-2015,2011,183000,1364,LPG,Piła,Wielkopolskie,29900
opel,astra,gen-j-2009-2015,2015,69352,1598,Gasoline,Stoczek Łukowski,Lubelskie,33900
opel,astra,gen-j-2009-2015,2011,164921,1364,Gasoline,Piła,Wielkopolskie,19999
opel,astra,gen-j-2009-2015,2011,140000,1686,Diesel,Gdów,Małopolskie,25500
opel,astra,gen-j-2009-2015,2013,59849,1364,Gasoline,Gliwice,Śląskie,39900
opel,astra,gen-j-2009-2015,2012,119000,1364,Gasoline,Błażowa,Podkarpackie,32900
opel,astra,gen-j-2009-2015,2011,141809,1364,Gasoline,Piła,Wielkopolskie,27899
opel,astra,gen-j-2009-2015,2012,50000,1364,Gasoline,Warszawa,Mazowieckie,38900
opel,astra,gen-j-2009-2015,2012,195000,1598,Gasoline,Brzeg Dolny,Dolnośląskie,29999
opel,astra,gen-j-2009-2015,2010,252000,1598,LPG,Poznań,Wielkopolskie,28999
